distrito_cod;setor_cod;quadra_cod;lote_cod;unidade_cod;matricula;area_construida_unid;area_edicula;utilizacao;tipo;alinhamento;posicao;estrutura;cobertura;paredes;conservacao;isencao_iptu;isencao_taxas;valor_venal_informado;valor_venal_2020;;inst_sanitaria;inst_eletrica
1;2;3;769;1;;219;0;Comercial;LOJA;FRENTE;GEMINADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;219.554,51;;INT.SIMPL.;EMBUTIDA
1;2;3;769;2;;55,8;0;Comercial;GALPAO;FUNDOS;GEMINADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;41.927,23;;INEXISTE;EMBUTIDA
1;2;3;781;1;;295,7;0;Comercial;LOJA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;332.251,18;;+1 INTERNA;EMBUTIDA
1;2;4;32;1;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;2;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;3;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;4;;153,42;0;Residencial;APARTAMENTO;FUNDOS;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;118.651,69;;+1 INTERNA;EMBUTIDA
1;2;4;32;5;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;6;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;7;;152,25;0;Residencial;APARTAMENTO;FUNDOS;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;8;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;9;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;10;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;11;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;12;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;13;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;14;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;15;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;16;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;17;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;18;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;19;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;20;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;21;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;22;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;23;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;24;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;25;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;26;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;27;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;28;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;29;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;30;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;31;;152,25;0;Residencial;APARTAMENTO;FUNDOS;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;117.746,89;;+1 INTERNA;EMBUTIDA
1;2;4;32;32;;153,42;0;Residencial;APARTAMENTO;FUNDOS;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;118.651,69;;+1 INTERNA;EMBUTIDA
1;2;4;32;33;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;34;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;35;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;36;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;37;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;38;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;39;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;40;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;41;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;42;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;43;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;44;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;45;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;46;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;47;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;128.770,04;;+1 INTERNA;EMBUTIDA
1;2;4;32;48;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;49;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;131.274,22;;+1 INTERNA;EMBUTIDA
1;2;4;32;50;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;128.770,04;;+1 INTERNA;EMBUTIDA
1;2;4;32;51;;152,25;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.273,16;;+1 INTERNA;EMBUTIDA
1;2;4;32;52;;153,42;0;Residencial;APARTAMENTO;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;130.678,20;;+1 INTERNA;EMBUTIDA
1;2;4;631;5;;69,93;0;Residencial;CASA;FUNDOS;GEMINADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;27.900,21;;INT.SIMPL.;EMBUTIDA
1;2;4;54;1;;119,52;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;75.689,99;;INT.SIMPL.;EMBUTIDA
1;2;4;68;1;;290,08;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;147.473,18;;+1 INTERNA;EMBUTIDA
1;2;4;91;1;;42;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;26.248,69;;INT.SIMPL.;EMBUTIDA
1;2;4;99;1;;38;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;16.983,77;;INT.SIMPL.;EMBUTIDA
1;2;4;109;1;;24;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;10.190,24;;INT.SIMPL.;EMBUTIDA
1;2;4;110;1;;104,44;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;47.936,88;;INT.SIMPL.;EMBUTIDA
1;2;4;160;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;26.450,55;;;
1;2;4;182;1;;39,3;0;Residencial;CASA;FRENTE;CONJUGADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;12.557,59;;INT.SIMPL.;EMBUTIDA
1;2;4;192;1;;98,56;0;Residencial;CASA;FRENTE;CONJUGADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;48.183,25;;INT.SIMPL.;EMBUTIDA
1;2;4;217;1;;91,99;0;Residencial;CASA;FRENTE;GEMINADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;47.673,16;;INT.SIMPL.;EMBUTIDA
1;2;4;234;1;;41,64;0;Residencial;APARTAMENTO;FRENTE;CONJUGADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;21.104,89;;INT.SIMPL.;EMBUTIDA
1;2;4;234;2;;70,79;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;24.622,82;;INT.SIMPL.;EMBUTIDA
1;2;4;234;3;;69,28;0;Residencial;CASA;FRENTE;GEMINADA;ALVENARIA;LAJE;ALVENARIA;;Tributável;Tributável;;24.015,30;;INT.SIMPL.;APARENTE
1;2;4;254;1;;149,93;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;90.524,71;;+1 INTERNA;EMBUTIDA
1;2;4;270;1;;101,19;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;56.217,62;;INT.SIMPL.;EMBUTIDA
1;2;4;278;1;;75,08;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;20.954,25;;INT.SIMPL.;EMBUTIDA
1;2;4;285;1;;82,53;0;Residencial;CASA;FRENTE;CONJUGADA;ALVENARIA;LAJE;ALVENARIA;;Tributável;Tributável;;12.018,02;;INT.SIMPL.;EMBUTIDA
1;2;4;285;2;;80,18;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;40.277,27;;INT.SIMPL.;EMBUTIDA
1;2;4;285;3;;80,18;0;Residencial;CASA;FRENTE;CONJUGADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;23.728,31;;INT.SIMPL.;EMBUTIDA
1;2;4;308;1;;100,6;0;Residencial;CASA;FRENTE;CONJUGADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;54.812,52;;INT.SIMPL.;EMBUTIDA
1;2;4;318;1;;60,64;0;Residencial;CASA;FRENTE;CONJUGADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;40.709,45;;INT.SIMPL.;EMBUTIDA
1;2;4;333;1;;122,95;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;88.782,26;;+1 INTERNA;EMBUTIDA
1;2;4;378;1;;59,33;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;81.920,13;;INT.SIMPL.;EMBUTIDA
1;2;4;388;1;;366,08;0;Residencial;CASA;FRENTE;GEMINADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;193.204,85;;+1 INTERNA;EMBUTIDA
1;2;4;402;1;;196,19;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;169.867,63;;+1 INTERNA;EMBUTIDA
1;2;4;409;1;;65;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;108.819,15;;INT.SIMPL.;EMBUTIDA
1;2;4;417;1;;129,53;0;Residencial;CASA;FRENTE;CONJUGADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;129.106,58;;INT.SIMPL.;EMBUTIDA
1;2;4;431;1;;513,89;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;493.470,50;;+1 INTERNA;EMBUTIDA
1;2;4;442;1;;44,1;0;Residencial;CASA;FUNDOS;GEMINADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;23.840,96;;INT.SIMPL.;EMBUTIDA
1;2;4;442;2;;151,81;0;Residencial;CASA;FUNDOS;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;105.566,44;;+1 INTERNA;EMBUTIDA
1;2;4;442;3;;96,05;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;69.519,78;;INT.SIMPL.;EMBUTIDA
1;2;4;442;4;;22,68;0;Residencial;CASA;FUNDOS;GEMINADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;12.259,76;;INT.SIMPL.;APARENTE
1;2;4;442;5;;22,26;0;Residencial;CASA;FUNDOS;GEMINADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;12.033,57;;INT.SIMPL.;EMBUTIDA
1;2;4;442;6;;35,13;0;Residencial;CASA;FUNDOS;GEMINADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;24.429,50;;INT.SIMPL.;EMBUTIDA
1;2;4;442;7;;33,7;0;Residencial;CASA;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;25.410,73;;INT.SIMPL.;EMBUTIDA
1;2;4;457;1;;405;0;Comercial;GALPAO;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Isento;Tributável;;349.924,97;;INT.SIMPL.;EMBUTIDA
1;2;4;472;1;;177,81;0;Residencial;CASA;FRENTE;CONJUGADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;193.059,51;;+1 INTERNA;EMBUTIDA
1;2;4;491;1;;725,3;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;871.568,47;;+1 INTERNA;EMBUTIDA
1;2;4;504;1;;162,61;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;144.712,67;;+1 INTERNA;EMBUTIDA
1;2;4;506;1;;128,91;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;164.473,44;;INT.SIMPL.;EMBUTIDA
1;2;4;516;1;;100,7;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;91.662,05;;+1 INTERNA;EMBUTIDA
1;2;4;526;1;;130;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;156.945,96;;INT.COMPL.;EMBUTIDA
1;2;4;536;1;;184,88;0;Residencial;CASA;FRENTE;GEMINADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;143.118,29;;+1 INTERNA;EMBUTIDA
1;2;4;536;2;;67,68;0;Comercial;LOJA;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;63.752,97;;INT.SIMPL.;EMBUTIDA
1;2;4;538;1;;180,62;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;79.015,20;;+1 INTERNA;EMBUTIDA
1;2;4;554;1;;0;0;Terreno Vago;CASA;FRENTE;ISOLADA;;;;;Tributável;Tributável;;109.625,15;;;
1;2;4;556;1;;85,98;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;140.670,81;;INT.SIMPL.;EMBUTIDA
1;2;4;598;1;;479,48;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;627.450,43;;+1 INTERNA;EMBUTIDA
1;2;4;611;1;;139,63;0;Comercial;LOJA;FRENTE;CONJUGADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;120.619,11;;INT.SIMPL.;EMBUTIDA
1;2;4;611;2;;160;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;113.312,52;;+1 INTERNA;EMBUTIDA
1;2;4;619;1;;88,61;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;54.013,21;;INT.SIMPL.;EMBUTIDA
1;2;4;619;2;;135,28;0;Residencial;CASA;FRENTE;GEMINADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;74.525,40;;+1 INTERNA;EMBUTIDA
1;2;4;631;2;;67,84;0;Residencial;CASA;FRENTE;GEMINADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;42.163,23;;INT.COMPL.;EMBUTIDA
1;2;4;631;3;;155,9;0;Residencial;CASA;FRENTE;GEMINADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;96.896,17;;INT.COMPL.;EMBUTIDA
1;2;4;631;4;;126,11;0;Residencial;CASA;FUNDOS;GEMINADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;70.978,58;;INT.COMPL.;EMBUTIDA
1;2;4;640;1;;117,86;0;Comercial;LOJA;FRENTE;CONJUGADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;87.386,99;;INT.SIMPL.;EMBUTIDA
1;2;4;640;2;;112,5;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;72.936,49;;INT.SIMPL.;EMBUTIDA
1;2;5;40;1;;84,52;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;41.212,99;;INT.SIMPL.;EMBUTIDA
1;2;5;44;1;;53,43;0;Residencial;CASA;FRENTE;CONJUGADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;29.352,95;;INT.SIMPL.;EMBUTIDA
1;2;5;62;1;;123,95;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;57.780,49;;INT.SIMPL.;EMBUTIDA
1;2;5;63;1;;118;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;52.895,11;;INT.SIMPL.;EMBUTIDA
1;2;5;75;2;;29,79;0;Residencial;CASA;FUNDOS;CONJUGADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;17.512,85;;INT.SIMPL.;EMBUTIDA
1;2;5;75;3;;29,79;0;Residencial;CASA;FUNDOS;ISOLADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;16.533,24;;INT.SIMPL.;EMBUTIDA
1;2;5;160;1;;178,98;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;125.817,30;;INT.SIMPL.;EMBUTIDA
1;2;5;203;1;;55,22;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;28.604,05;;INT.SIMPL.;EMBUTIDA
1;2;5;213;1;;66,67;0;Residencial;CASA;FRENTE;GEMINADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;15.099,04;;INT.SIMPL.;APARENTE
1;2;5;223;1;;110,54;0;Residencial;CASA;FRENTE;CONJUGADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;48.522,68;;INT.SIMPL.;EMBUTIDA
1;2;5;233;1;;87,79;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;39.422,52;;INT.SIMPL.;EMBUTIDA
1;2;5;243;1;;73,92;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;49.552,86;;INT.SIMPL.;EMBUTIDA
1;2;5;243;2;;59,9;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;25.089,91;;INT.SIMPL.;EMBUTIDA
1;2;5;253;1;;89,04;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;40.982,89;;INT.SIMPL.;EMBUTIDA
1;2;5;272;1;;72,9;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;49.354,26;;INT.SIMPL.;EMBUTIDA
1;2;5;290;1;;135,4;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;66.093,11;;INT.SIMPL.;EMBUTIDA
1;2;5;295;1;;54,95;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;39.790,90;;INT.SIMPL.;EMBUTIDA
1;2;5;306;1;;63,79;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;39.011,57;;INT.SIMPL.;EMBUTIDA
1;2;5;318;1;;103,69;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;56.507,22;;INT.SIMPL.;EMBUTIDA
1;2;5;343;1;;96,67;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA BARR;ALVENARIA;;Tributável;Tributável;;42.641,71;;INT.SIMPL.;EMBUTIDA
1;2;5;355;1;;52,98;0;Residencial;CASA;FRENTE;CONJUGADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;25.819,82;;INT.SIMPL.;EMBUTIDA
1;2;5;374;1;;120,75;0;Residencial;CASA;FRENTE;ISOLADA;ALVENARIA;TELHA BARR;ALVENARIA;;Tributável;Tributável;;49.326,50;;INT.SIMPL.;EMBUTIDA
1;2;5;395;1;;83,06;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;LAJE;ALVENARIA;;Tributável;Tributável;;43.404,60;;INT.SIMPL.;EMBUTIDA
1;2;5;395;2;;164,46;0;Residencial;CASA;FRENTE;CONJUGADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;85.942,65;;INT.SIMPL.;EMBUTIDA
1;2;5;397;1;;88,06;0;Residencial;CASA;FRENTE;ISOLADA;CONCRETO;TELHA FIBR;ALVENARIA;;Tributável;Tributável;;67.862,46;;INT.SIMPL.;EMBUTIDA
